temperature: 0.2 重复率: 19.93%
temperature: 0.4 重复率: 17.52%
temperature: 0.6 重复率: 17.07%
temperature: 0.8 重复率: 15.88%
temperature: 1.0 重复率: 15.80%
temperature: 1.2 重复率: 14.75%
temperature: 1.4 重复率: 14.37%
temperature: 1.6 重复率: 13.05%
temperature: 1.8 重复率: 12.80%
temperature: 2.0 重复率: 11.19%
